TO_length_in_sec,TO_OMC_Duration,Calls Count,Connection Made Calls,Dial Attempt Calls,timezone,season_status,season_month,lgs_sentiment_style,lgs_agent_gender,is_decision_maker,ready_for_customers,forbidden_industry,ready_to_transfer,lgs_call_not_transferred,customer_sentiment_lgs,customer_language,customer_knows_marketing,customer_availability,who_said_hello_first_lgs,customer_marketing_experience,technical_quality_score,technical_quality_issues,customer_talk_percentage,agent_talk_percentage,talk_ratio_classification,total_discovery_questions,goal1_questions,goal2_questions,goal3_questions,discovery_quality,advanced_discovery_used,total_buying_signals,total_resistance_signals,signal_ratio,customer_sentiment_omc,omc_agent_sentiment_style,omc_who_said_hello_first,time_to_reason_seconds,business_type_mentioned,location_mentioned,within_45_seconds,call_structure_framed,call_structure_clarity,total_objections,objections_acknowledged,objections_rebutted,acknowledgement_rate,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,price_timeline_contract_before_dropoff,roi_calculation_presented,average_monologue_length,longest_monologue_length,extended_monologues_count,short_monologues,medium_monologues,long_monologues,very_long_monologues,total_interruptions,interruption_rate,interruption_pattern,conversation_balance,script_adherence,stages_skipped,stages_out_of_order,premature_closing_attempt,name_used_first_minute,name_usage_count,rapport_elements_count,tone_assessment,personal_greeting,common_ground_established,sentiment_progression,sentiment_opening,sentiment_early_middle,sentiment_late_middle,sentiment_closing,notable_sentiment_shifts,customer_frustrations,empathy_responses,empathy_response_rate,total_call_duration,disconnect_stage,hang_up_initiated_by,time_in_final_stage,commitment_type,commitment_clarity,assumptive_language_used,full_sale_closed,payment_info_collected,followup_scheduled,call_result_tag,primary_disconnect_reason
135.0,736,1.0,0,0.0,3,1,1,3,0,6,8,4,1,175,10,0,2,1,0,2,2.8,54,35.8,64.2,0,5.0,5.0,0.0,0.0,7,0,0.0,6.0,6,25,0,0,29.0,1,1,2,1,1264,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,2.0,6.0,4.0,22.0,7.0,4.0,0.0,3.0,0.0,1,0,1,415,552,0,1,5.0,4,7,1,0,1,8,58,63,68,549,46,0.0,0.0,353.0,39,0,34.0,47,2,0,0,0,0,3,98
246.0,163,2.0,1,0.0,4,2,1,3,1,6,6,4,5,175,2,0,2,1,0,2,3.2,42,34.9,65.1,0,9.0,5.0,4.0,0.0,1,0,3.0,2.0,117,25,0,0,15.0,1,1,2,1,1583,1.0,0.0,1.0,0.0,0.0,0.0,0,11.0,1,2.71,15.0,4.0,17.0,4.0,3.0,1.0,3.0,0.34,1,0,1,345,537,1,1,2.0,3,7,1,0,2,8,53,63,48,2518,10,0.0,0.0,1338.0,19,58,65.0,47,2,1,0,0,0,1,460
155.0,386,1.0,0,0.0,1,3,1,17,3,6,6,4,5,175,2,0,2,1,0,4,5.0,67,28.6,71.4,0,8.0,5.0,1.0,2.0,7,0,2.0,0.0,97,6,0,0,15.0,1,1,0,0,1001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.28,10.0,3.0,10.0,2.0,3.0,0.0,0.0,0.0,3,0,1,376,552,0,1,6.0,5,7,1,1,11,17,39,70,83,2545,0,0.0,0.0,212.0,114,58,90.0,47,2,0,0,0,0,3,486
92.0,312,3.0,0,2.0,2,1,1,1,1,6,8,4,1,175,18,1,2,1,0,14,4.2,36,53.19,46.81,2,4.0,3.0,1.0,0.0,1,0,1.0,6.0,82,25,2,0,6.0,1,0,0,0,1546,2.0,2.0,2.0,100.0,0.0,1.0,0,1.0,1,38.0,251.0,10.0,5.0,7.0,6.0,4.0,1.0,0.03,2,0,1,429,552,0,1,2.0,4,7,1,0,1,8,23,63,68,1517,52,4.0,100.0,1777.0,104,9,113.0,14,0,1,0,0,0,12,130
142.0,269,1.0,0,0.0,3,3,1,11,0,6,2,4,1,175,6,0,2,1,0,15,3.4,2,37.04,62.96,0,18.0,8.0,8.0,2.0,1,0,37.0,16.0,113,2,0,0,26.0,1,1,2,1,1074,7.0,3.0,7.0,42.86,0.0,0.0,0,0.0,1,5.0,13.0,7.0,70.0,50.0,30.0,20.0,11.0,0.4,0,0,1,433,195,1,1,3.0,4,7,1,0,2,8,23,5,62,1841,52,2.0,50.0,1639.0,19,9,439.0,25,3,1,0,0,1,12,445
108.0,0,1.0,0,0.0,0,3,1,3,0,6,6,4,5,175,16,0,0,1,1,3,2.8,47,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0,23,10,6,0.0,0,0,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,12,201,0,0,0.0,0,6,0,0,10,22,50,52,54,1785,0,0.0,0.0,0.0,40,75,0.0,47,2,0,0,0,0,6,204
257.0,635,1.0,0,0.0,3,1,1,3,1,6,2,4,5,0,5,0,2,1,0,6,2.8,47,50.0,50.0,2,2.0,1.0,1.0,0.0,7,0,0.0,0.0,0,14,2,6,15.0,1,0,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,4,178,491,0,0,0.0,0,7,0,0,11,8,68,70,83,1782,0,0.0,0.0,39.0,32,75,39.0,47,2,0,0,0,0,2,460
102.0,624,3.0,0,2.0,3,1,1,17,3,3,8,4,5,175,16,0,0,1,0,3,5.0,67,20.0,80.0,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,20.0,1,0,2,1,908,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.5,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3,0,1,122,190,0,1,1.0,3,7,1,0,11,8,23,25,24,1742,0,0.0,0.0,38.0,30,58,13.0,47,2,0,0,0,0,2,460
129.0,280,2.0,0,1.0,0,1,1,17,0,6,6,4,1,175,2,0,2,1,0,2,5.0,67,40.0,60.0,2,1.0,1.0,0.0,0.0,7,0,1.0,0.0,76,6,0,0,25.0,1,1,2,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.33,6.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3,3,1,299,552,0,1,4.0,4,7,1,0,11,23,49,51,53,2545,0,0.0,0.0,169.0,30,39,129.0,47,2,0,0,0,0,2,353
337.0,522,1.0,0,0.0,3,1,1,3,0,6,6,4,5,175,2,0,2,2,0,4,4.6,67,44.44,55.56,2,4.0,4.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,33.0,1,0,2,1,771,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15.4,30.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,3,3,1,157,552,0,1,1.0,4,7,1,0,11,8,23,38,24,2545,0,0.0,0.0,294.0,32,43,245.0,47,2,0,0,0,0,2,460
174.0,271,1.0,0,0.0,0,0,1,3,0,6,6,4,5,173,2,0,2,1,0,11,5.0,67,46.15,53.85,2,3.0,2.0,1.0,0.0,7,0,0.0,1.0,1,25,2,0,13.0,1,0,2,1,334,1.0,1.0,0.0,100.0,0.0,0.0,0,0.0,0,4.0,8.0,1.0,1.0,4.0,2.0,0.0,1.0,0.48,2,3,1,312,552,0,1,3.0,4,7,1,0,1,8,23,22,24,1485,10,1.0,100.0,165.0,32,0,24.0,33,0,1,0,0,1,8,393
124.0,599,1.0,0,0.0,2,1,1,3,1,3,2,4,1,138,2,0,2,2,1,2,2.0,45,0.0,100.0,0,6.0,6.0,0.0,0.0,7,0,0.0,0.0,0,14,14,0,19.0,1,1,2,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.09,20.0,6.0,3.0,2.0,1.0,5.0,0.0,0.0,3,0,4,299,552,0,1,3.0,3,7,1,0,11,8,23,25,24,1785,0,0.0,0.0,358.0,32,39,229.0,47,2,0,0,0,0,2,353
114.0,748,1.0,0,0.0,3,1,1,3,1,6,6,4,1,175,2,0,2,1,0,2,3.8,40,33.33,66.67,0,0.0,0.0,0.0,0.0,7,0,0.0,1.0,1,25,14,0,8.0,1,1,2,0,1546,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3,0,4,206,190,0,1,4.0,1,7,1,0,11,26,16,17,68,2545,2,0.0,0.0,50.0,58,7,50.0,47,2,0,0,0,0,6,353
113.0,444,1.0,0,0.0,3,1,1,3,0,6,8,4,5,175,6,0,2,1,0,15,5.0,67,44.8,55.2,2,5.0,3.0,2.0,0.0,1,22,5.0,0.0,142,6,0,0,14.0,1,0,2,1,175,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.75,16.0,2.0,10.0,4.0,1.0,1.0,0.0,0.0,3,4,1,110,552,0,1,5.0,4,7,1,0,11,23,23,70,83,2545,0,0.0,0.0,241.0,114,58,66.0,47,2,0,0,0,0,3,353
223.0,479,1.0,0,0.0,2,3,1,17,1,6,1,4,1,175,2,0,2,2,0,11,2.2,45,50.0,50.0,2,2.0,2.0,0.0,0.0,7,0,3.0,2.0,117,25,0,0,27.0,1,0,0,1,261,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,3.0,7.0,2.0,4.0,3.0,1.0,0.0,1.0,0.23,2,3,4,208,190,1,1,2.0,1,7,1,0,2,5,58,52,57,2415,31,0.0,0.0,264.0,114,20,58.0,19,0,0,0,0,0,12,211
90.0,596,1.0,0,0.0,3,1,1,3,1,6,2,4,5,175,2,0,2,1,0,4,4.2,36,35.0,65.0,0,5.0,1.0,4.0,0.0,1,22,0.0,2.0,2,25,0,0,5.0,1,0,0,0,1546,2.0,0.0,1.0,0.0,3.0,0.0,0,3.0,0,2.0,5.0,0.0,15.0,11.0,0.0,0.0,1.0,0.0,2,0,1,111,552,0,1,9.0,4,7,1,0,1,26,4,52,68,2094,37,0.0,0.0,194.0,27,0,134.0,47,2,0,0,0,0,12,245
137.0,1028,2.0,0,1.0,2,1,1,11,1,6,8,4,1,175,10,0,2,1,0,4,4.0,36,50.0,50.0,2,0.0,0.0,0.0,0.0,7,19,0.0,1.0,1,25,0,0,8.0,1,1,2,1,1667,1.0,0.0,0.0,0.0,3.0,0.0,0,3.0,0,2.67,6.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3,3,4,206,552,0,1,2.0,3,7,1,0,1,8,68,70,22,1965,10,0.0,0.0,85.0,114,9,14.0,47,2,0,0,0,0,9,221
156.0,501,1.0,0,0.0,3,1,1,3,1,6,6,4,1,175,2,0,2,1,0,10,5.0,67,60.0,40.0,2,7.0,7.0,0.0,0.0,7,19,0.0,4.0,4,25,0,0,10.0,0,0,0,1,738,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,1.6,4.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3,3,1,306,190,0,1,1.0,3,7,1,0,1,8,23,70,20,2243,37,0.0,0.0,278.0,116,9,30.0,47,2,0,0,0,0,3,245
118.0,872,1.0,0,0.0,3,1,1,17,1,6,2,4,0,175,17,0,2,1,0,14,3.8,58,49.02,50.98,2,7.0,4.0,3.0,0.0,1,0,5.0,3.0,145,25,0,0,10.0,1,1,2,1,348,3.0,3.0,1.0,100.0,2.0,1.0,0,3.0,0,5.0,19.0,9.0,8.0,9.0,5.0,4.0,10.0,0.94,1,0,1,292,552,1,1,5.0,4,7,1,0,2,26,23,25,68,2520,43,3.0,100.0,637.0,19,75,95.0,47,2,1,0,0,0,1,353
259.0,291,2.0,0,1.0,2,3,1,3,3,3,6,4,5,175,2,0,2,1,1,2,4.4,36,48.7,51.3,2,14.0,7.0,3.0,4.0,1,0,4.0,3.0,131,25,0,0,225.0,1,1,0,0,1546,3.0,1.0,0.0,33.33,2.0,2.0,0,4.0,1,6.0,55.0,15.0,14.0,10.0,5.0,10.0,4.0,0.14,1,0,1,433,190,0,1,1.0,5,15,1,0,2,17,53,59,77,1845,46,1.0,33.33,1719.0,109,0,279.0,33,0,1,0,0,1,8,130
79.0,804,2.0,0,1.0,0,1,1,3,3,6,2,4,1,3,5,0,0,1,0,5,5.0,67,37.5,62.5,0,1.0,1.0,0.0,0.0,7,0,1.0,0.0,76,6,0,0,25.0,1,0,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.75,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3,0,1,299,552,0,1,3.0,4,7,1,0,11,8,50,52,54,2545,0,0.0,0.0,56.0,32,58,11.0,47,2,0,0,0,0,2,460
95.0,718,1.0,0,0.0,0,2,1,3,1,6,3,4,1,175,2,0,2,1,0,4,4.2,36,25.0,75.0,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,40.0,1,0,2,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.33,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3,0,4,77,190,0,1,4.0,1,15,1,0,11,8,68,70,24,1740,0,0.0,0.0,47.0,58,9,47.0,47,2,0,0,0,0,6,353
654.0,193,1.0,0,0.0,3,2,1,11,1,6,3,4,5,175,16,0,2,1,0,4,3.0,6,50.0,50.0,2,1.0,1.0,0.0,0.0,7,0,0.0,1.0,1,25,0,0,11.0,0,0,0,0,1546,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,0.85,1,3,4,122,552,0,0,0.0,1,7,1,0,1,8,50,52,62,2056,10,0.0,0.0,142.0,32,9,35.0,47,2,0,0,0,0,2,245
142.0,416,6.0,0,5.0,0,1,1,3,0,6,8,4,5,175,2,0,2,1,1,11,3.4,2,44.44,55.56,2,3.0,1.0,2.0,0.0,7,22,1.0,1.0,77,12,0,0,20.0,1,0,2,1,1436,1.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0,3.6,9.0,3.0,7.0,5.0,3.0,0.0,1.0,0.26,1,3,1,293,552,0,1,6.0,4,7,1,0,2,8,10,70,83,1092,0,0.0,0.0,227.0,104,0,114.0,47,2,0,0,0,0,3,460
171.0,694,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,2,0,2,1,0,11,4.4,21,51.16,48.84,2,2.0,0.0,2.0,0.0,7,0,2.0,5.0,102,25,2,0,14.0,1,1,2,1,337,5.0,5.0,5.0,100.0,1.0,1.0,0,2.0,0,4.0,10.0,5.0,7.0,7.0,7.0,0.0,0.0,0.0,3,3,1,293,190,0,1,3.0,4,7,1,0,11,26,19,25,24,255,46,3.0,100.0,394.0,27,20,119.0,19,3,0,0,0,0,12,98
136.0,436,2.0,0,1.0,5,3,1,3,1,6,6,4,5,175,13,0,2,1,0,2,5.0,67,31.25,68.75,0,2.0,1.0,1.0,0.0,7,0,1.0,3.0,79,25,4,0,18.0,1,0,2,1,161,3.0,3.0,1.0,100.0,0.0,0.0,0,0.0,0,6.0,10.0,7.0,1.0,3.0,7.0,0.0,1.0,0.45,2,0,1,268,278,0,1,4.0,4,7,1,0,1,26,58,51,53,1597,0,0.0,0.0,236.0,114,9,72.0,47,2,0,0,0,0,9,245
274.0,523,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,2,0,2,1,1,3,4.2,36,36.36,63.64,0,8.0,4.0,4.0,0.0,7,0,1.0,0.0,76,14,0,0,25.0,1,1,2,0,1568,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.24,6.0,2.0,14.0,4.0,2.0,0.0,0.0,0.0,3,0,1,410,263,0,1,4.0,5,18,1,0,11,8,23,70,24,2545,0,0.0,0.0,295.0,54,64,33.0,47,2,0,0,0,0,16,484
322.0,28,2.0,0,1.0,0,1,1,3,0,6,8,4,1,175,10,0,2,1,0,4,3.8,2,45.5,54.5,2,11.0,7.0,1.0,3.0,1,0,8.0,4.0,98,25,0,0,40.0,0,0,0,0,768,3.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0,3.0,10.0,6.0,17.0,7.0,6.0,0.0,1.0,0.0,2,0,2,433,552,0,1,7.0,3,15,1,0,1,8,23,63,18,528,46,0.0,0.0,1034.0,19,9,124.0,47,2,0,0,0,0,1,98
152.0,193,1.0,0,0.0,0,0,1,3,1,6,6,4,1,175,5,0,2,1,0,2,4.0,36,43.2,56.8,2,1.0,0.0,0.0,0.0,7,22,0.0,7.0,7,25,0,0,27.0,1,0,2,0,1532,4.0,0.0,2.0,0.0,3.0,0.0,0,3.0,0,1.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.42,2,1,4,316,552,0,1,5.0,4,7,1,0,1,26,68,70,18,303,55,0.0,0.0,142.0,33,9,41.0,47,2,0,0,0,0,9,103
175.0,572,1.0,0,0.0,0,1,1,3,1,6,3,4,5,175,10,0,2,1,0,14,5.0,67,43.75,56.25,2,5.0,3.0,2.0,0.0,1,22,0.0,5.0,5,25,0,0,9.0,0,1,0,1,741,4.0,3.0,3.0,75.0,0.0,1.0,0,1.0,0,4.78,14.0,7.0,6.0,5.0,4.0,2.0,2.0,0.36,1,0,1,111,552,0,1,5.0,3,7,1,0,1,26,19,22,18,885,46,0.0,0.0,334.0,114,9,65.0,47,3,0,0,0,0,12,373
196.0,475,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,16,0,2,1,0,7,5.0,67,53.33,46.67,2,4.0,2.0,2.0,0.0,7,0,0.0,3.0,3,25,14,0,18.0,1,1,2,1,782,3.0,2.0,2.0,66.67,0.0,0.0,0,0.0,0,3.0,5.0,0.0,4.0,10.0,0.0,0.0,1.0,0.39,2,3,4,316,552,0,1,3.0,5,7,1,0,1,8,4,25,18,2000,10,0.0,0.0,261.0,104,9,21.0,47,2,0,0,0,0,3,245
153.0,87,1.0,0,0.0,3,1,1,3,1,6,6,4,1,175,10,0,2,1,0,2,5.0,67,46.43,53.57,2,13.0,8.0,4.0,1.0,1,0,3.0,0.0,115,6,0,0,9.0,1,0,0,0,1542,0.0,0.0,0.0,0.0,1.0,1.0,0,2.0,1,5.77,25.0,7.0,10.0,10.0,3.0,7.0,2.0,0.13,2,0,1,419,261,0,1,4.0,6,7,1,0,11,23,23,56,24,2545,0,0.0,0.0,951.0,144,75,113.0,47,2,1,0,0,0,3,484
167.0,621,1.0,0,0.0,4,1,1,3,1,6,8,4,1,175,10,0,2,1,0,4,5.0,67,41.18,58.82,2,9.0,5.0,4.0,0.0,1,22,0.0,4.0,4,25,0,0,18.0,1,1,0,1,1236,4.0,4.0,1.0,100.0,0.0,0.0,0,0.0,0,9.85,29.0,2.0,11.0,7.0,2.0,0.0,0.0,0.0,3,0,1,236,372,0,0,0.0,1,7,1,0,1,8,58,38,76,1688,0,0.0,0.0,377.0,27,0,49.0,47,2,0,0,0,0,3,245
170.0,599,2.0,0,1.0,0,1,1,3,1,6,3,4,5,0,10,0,2,1,0,4,4.4,33,48.5,51.5,2,7.0,7.0,0.0,0.0,1,0,2.0,0.0,97,14,0,0,28.0,1,1,2,1,847,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.7,10.0,3.0,10.0,2.0,3.0,0.0,2.0,0.33,1,3,1,415,292,0,1,4.0,5,15,1,1,11,8,23,25,24,2545,0,0.0,0.0,358.0,56,0,35.0,47,2,0,0,0,0,3,460
138.0,959,3.0,1,1.0,0,1,1,3,0,6,6,4,5,175,2,0,2,1,1,2,5.0,67,32.6,67.4,0,11.0,6.0,3.0,2.0,1,0,13.0,3.0,45,25,0,0,8.0,1,0,0,0,1546,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1,4.18,9.0,14.0,5.0,18.0,10.0,0.0,2.0,0.16,2,0,1,416,552,0,1,9.0,4,7,1,0,1,18,42,36,20,2309,37,0.0,0.0,753.0,144,9,45.0,47,2,1,0,0,0,9,245
403.0,682,2.0,0,1.0,4,1,1,11,1,6,8,4,5,175,2,0,2,2,0,4,3.8,10,35.71,64.28,0,5.0,4.0,1.0,0.0,1,22,6.0,1.0,156,5,2,0,13.0,1,1,0,1,1417,1.0,1.0,1.0,100.0,0.0,3.0,0,3.0,0,2.91,11.0,5.0,22.0,5.0,4.0,1.0,3.0,0.41,1,0,1,111,552,0,1,3.0,4,7,1,0,3,18,53,52,54,234,10,0.0,0.0,240.0,45,20,111.0,33,0,1,0,0,1,8,71
112.0,149,2.0,0,1.0,4,1,1,3,1,0,3,5,3,175,2,0,2,1,0,11,3.2,42,50.63,49.37,2,15.0,7.0,8.0,0.0,1,22,10.0,0.0,16,6,0,0,5.0,0,1,2,1,1088,0.0,0.0,0.0,0.0,3.0,0.0,0,3.0,1,5.89,30.0,10.0,15.0,7.0,3.0,7.0,1.0,0.06,2,0,1,433,25,1,1,3.0,3,7,1,0,3,8,23,10,57,896,10,0.0,0.0,1050.0,104,43,49.0,47,2,1,0,0,0,5,353
