Variable,Category_Value,Count_Short,Count_Long,Total_Count,Pct_Short,Pct_Long,Importance_Score,Direction
sentiment_late_middle,Neutral/Skeptical,0,3,3,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Not Applicable - Invalid Range,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Fluctuating,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Not Applicable due to call duration,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Positive/Skeptical,0,5,5,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Neutral to Positive,0,3,3,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Skeptical/Negative,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Negative/Skeptical,0,5,5,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Declined,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Interested,0,8,8,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Positive,0,79,79,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Not Reached,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Not Found in Transcript - No customer verbiage,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,N/A - No interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Invalid Range in Prompt,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Positive/Engaged,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Negative/Resistant,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Skeptical/Resistant,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Slightly Resistant,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Engaged/Slightly Skeptical,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Frustrated,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Neutral to Slightly Resistant,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Not Applicable - Impossible Range,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,"Interested, then slightly skeptical/questioning",0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Negative/Frustrated,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Fluctuated between Positive and Skeptical/Resistant,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_late_middle,Neutral to Slightly Positive,0,1,1,0.0,100.0,50.0,Favors Long Calls
call_result_tag,Unknown - Recording Incomplete or Empty,0,1,1,0.0,100.0,50.0,Favors Long Calls
call_result_tag,Unknown - No call content,0,1,1,0.0,100.0,50.0,Favors Long Calls
call_result_tag,Sale Completed,0,3,3,0.0,100.0,50.0,Favors Long Calls
call_result_tag,Unknown - No Transcript Content,0,1,1,0.0,100.0,50.0,Favors Long Calls
call_result_tag,Early Disconnect - During Discovery,3,0,3,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition / Objection Handling,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Close,2,0,2,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Introduction and Reason for Call,54,0,54,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition/ROI Discussion,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Premature Closing Attempt,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,I/II - Introduction and Reason for Call,25,0,25,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,Neutral/Slightly Resistant,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Neutral/Slightly Negative,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Cooperative,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Declined,0,5,5,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Positive/Skeptical,0,5,5,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Interested but firm on partner,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Resistant/Negative,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,Cooperative/Abrupt,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_closing,N/A - No speech,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,N/A - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,Unknown,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,Not Applicable - Call ended,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,Neutral/Resistant,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Introduction/Hand-off,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Disconnect - During Discovery,5,0,5,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Discovery Phase (post-objection),1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,VII - Closing/Payment Gathering (Next Step Scheduling),1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition and Price Disclosure,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,V/III - Value Proposition and partial Discovery,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,"Disconnect - After Discovery, Before Pitch",1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Attempted Closing/Information Gathering,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Attempting to secure next step (speaking to son),1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,N/A - Call too short,2,0,2,100.0,0.0,50.0,Favors Short Calls
sentiment_closing,Not Applicable - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,III - Discovery Phase,2,0,2,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Objection Handling/Information Send,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,II - Clear and Personalized Reason for the Call,5,0,5,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Post-Close,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Follow-up Scheduling Attempt,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition / Soft Close Attempt,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,1 frustration (about needing time to think and receiving many similar calls),0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,2 frustrations (about medicine effects),0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,1 frustration (repeated),0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,1 (Customer mentioned work was 'un poco bajo'),0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,7 frustrations,0,3,3,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,"2 frustrations (audio quality, budget/timing)",0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,9 frustrations,0,3,3,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,8,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,9,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,8 frustrations,0,5,5,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,14 frustrations,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,2 instances of timing concerns,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,4 technical frustrations,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,1 frustration (implied),1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,2 concerns/resistance points,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition and Soft Close Attempt,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,VII - Closing/Commitment Attempt,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,VI - Utilize ROI Calculation,0,2,2,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Closing/Next Step,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,No Stage Reached,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,"Soft Decline / Follow-up Scheduled (after Value Prop, before hard Close)",1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Pitch,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,IV - FOMO/Competitor Discussion,2,0,2,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Attempted Closing/Time Commitment,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition (V),1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Objection Handling / Follow-up Scheduling,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition/ROI,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,Value Proposition (V) / Next Steps,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,V/VI - Value Proposition,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,During Pitch/Value Prop,0,2,2,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Call Control & Engagement,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,IV - Highlight Competitor Success Using FOMO,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition and Closing,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,V/VII - Value Proposition and Closing Attempt,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,V/VI - Value Proposition and ROI (during objection handling after value presentation),0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Closing/Discount Presentation,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Post-Price/Objection Handling,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Pricing,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Unknown - No Transcript Content,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Closing/Objection Handling,0,2,2,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition and ROI (attempting to schedule next step),0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,No stages reached - empty transcript,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,VI. Utilize ROI Calculation,0,2,2,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,ROI,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition / Overcoming Objections,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Attempting Close/Pricing Discussion,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition / ROI,0,3,3,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Unknown - Recording Incomplete,0,2,2,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Not Applicable - No call content,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Closing/Follow-up Scheduling,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition and ROI (with objection handling),0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,VI (Utilize ROI Calculation),0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,V/IV - Value Proposition and FOMO,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition/Pitch,0,2,2,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Objection Handling (after Value Proposition),0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,V/IV - Value Proposition and FOMO/Competitor Discussion,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Closing/Commitment Attempt,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,No interaction occurred,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition/Demonstration,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Discovery Phase / Objection Handling,0,1,1,0.0,100.0,50.0,Favors Long Calls
script_adherence,N/A - No interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
script_adherence,Not Found,0,1,1,0.0,100.0,50.0,Favors Long Calls
script_adherence,Unstructured - No speech,1,0,1,100.0,0.0,50.0,Favors Short Calls
script_adherence,N/A - No script followed due to empty transcript,1,0,1,100.0,0.0,50.0,Favors Short Calls
disconnect_stage,No conversation occurred - Call ended at 00:00,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,No interaction - recording is empty,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Not Found,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition/Objection Handling,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,V/VI - Value Proposition and ROI (transitioning),0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition / Re-engagement,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Value Proposition / Attempted Close,0,1,1,0.0,100.0,50.0,Favors Long Calls
disconnect_stage,Call Control & Engagement (Rescheduling),0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_frustrations,1 frustration (implied lack of need),1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,1 frustration (technical issue),1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,1 (mild comment),1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,0 frustrations,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,1 (policy/business model objection),1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_frustrations,1 frustration expressed,1,0,1,100.0,0.0,50.0,Favors Short Calls
discovery_quality,Not Found in Transcript - No questions asked,0,1,1,0.0,100.0,50.0,Favors Long Calls
discovery_quality,N/A - No discovery,0,1,1,0.0,100.0,50.0,Favors Long Calls
discovery_quality,Deep Discovery,0,2,2,0.0,100.0,50.0,Favors Long Calls
discovery_quality,Not Applicable - No Discovery Questions,0,1,1,0.0,100.0,50.0,Favors Long Calls
discovery_quality,N/A - No discovery questions asked,1,0,1,100.0,0.0,50.0,Favors Short Calls
discovery_quality,Not Applicable,1,0,1,100.0,0.0,50.0,Favors Short Calls
discovery_quality,Missing,1,0,1,100.0,0.0,50.0,Favors Short Calls
discovery_quality,Not Applicable - No questions asked,1,0,1,100.0,0.0,50.0,Favors Short Calls
script_adherence,Unstructured - No conversation in transcript,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,Not Found in Transcript - No agent verbiage,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,unknown,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,N/A - No interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,Confident & Assumptive with Consultative elements,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,"Confident & Assumptive, Urgent & Pressing",0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,Not Applicable - No Interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,Not Applicable - No Agent Speech,0,1,1,0.0,100.0,50.0,Favors Long Calls
omc_agent_sentiment_style,Rushed & Pressing,1,0,1,100.0,0.0,50.0,Favors Short Calls
omc_agent_sentiment_style,N/A - No agent verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,N/A - Call too short,4,0,4,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Not Applicable - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Resistant/Skeptical,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Not Applicable,9,0,9,100.0,0.0,50.0,Favors Short Calls
omc_agent_sentiment_style,Missing,3,0,3,100.0,0.0,50.0,Favors Short Calls
omc_agent_sentiment_style,Script-Bound,1,0,1,100.0,0.0,50.0,Favors Short Calls
omc_agent_sentiment_style,Not Applicable - No agent verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
omc_agent_sentiment_style,Hesitant & Apologetic,18,0,18,100.0,0.0,50.0,Favors Short Calls
customer_sentiment_omc,Not Found in Transcript - No customer verbiage,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,N/A - No customer interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,Interested with concerns,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,"Interested, but hesitant at the close",0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,Neutral to Skeptical,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Positive/Skeptical,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral to slightly interested,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral/Slightly Negative,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral/Cooperative,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Positive/Neutral,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Negative/Resistant,0,4,4,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral/Slightly Positive,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral/Interested,0,2,2,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,N/A - No speech,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,N/A - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Unknown,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Not Applicable - Call too short,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Not Applicable - Call ended,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Neutral/Resistant,1,0,1,100.0,0.0,50.0,Favors Short Calls
signal_ratio,3:13,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_early_middle,Not Found in Transcript - No customer verbiage,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,N/A - No interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Positive/Cooperative,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral to Positive,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Positive/Engaged,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_early_middle,Neutral to Slightly Positive,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,"Interested, but Resistant",0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,Neutral to Resistant,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,Interested with reservations,0,1,1,0.0,100.0,50.0,Favors Long Calls
customer_sentiment_omc,N/A - No speech,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_sentiment_omc,"Neutral, then Skeptical",1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_sentiment_omc,N/A - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_sentiment_omc,Unknown,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_sentiment_omc,Declined,1,0,1,100.0,0.0,50.0,Favors Short Calls
customer_sentiment_omc,Not Applicable - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,Not Found in Transcript,0,1,1,0.0,100.0,50.0,Favors Long Calls
advanced_discovery_used,Yes - agent probed deeper with follow-up questions,0,1,1,0.0,100.0,50.0,Favors Long Calls
advanced_discovery_used,Yes - agent probed deeper on Angie's List contract and effectiveness.,0,1,1,0.0,100.0,50.0,Favors Long Calls
advanced_discovery_used,Yes - agent asked open-ended pain point question and probed deeper.,0,1,1,0.0,100.0,50.0,Favors Long Calls
advanced_discovery_used,No - Not Found in Transcript,1,0,1,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,No - no questions asked,1,0,1,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,No - limited probing,1,0,1,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,No - agent did not probe deeper with follow-up questions to uncover pain points.,1,0,1,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,No - no open-ended pain point questions,1,0,1,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,No - no open-ended pain point questions or probing,2,0,2,100.0,0.0,50.0,Favors Short Calls
advanced_discovery_used,Yes - asked about generating clients and probed on website effectiveness,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_progression,Not Found in Transcript - No customer verbiage,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_progression,N/A - No interaction,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_progression,Stable then Declined,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_progression,Fluctuated then Declined,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_progression,"Stable, then Declined",0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_progression,Stable to Improved,0,1,1,0.0,100.0,50.0,Favors Long Calls
sentiment_progression,N/A - No speech,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_progression,N/A - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_progression,Not Applicable - No customer verbiage,1,0,1,100.0,0.0,50.0,Favors Short Calls
sentiment_progression,Missing,4,0,4,100.0,0.0,50.0,Favors Short Calls
signal_ratio,15:03,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,9:02,0,5,5,0.0,100.0,50.0,Favors Long Calls
signal_ratio,6:05,0,7,7,0.0,100.0,50.0,Favors Long Calls
signal_ratio,3:04,0,9,9,0.0,100.0,50.0,Favors Long Calls
signal_ratio,1:07,0,4,4,0.0,100.0,50.0,Favors Long Calls
signal_ratio,4:02,0,11,11,0.0,100.0,50.0,Favors Long Calls
TO_OMC_Disposiion,LBNS,0,1,1,0.0,100.0,50.0,Favors Long Calls
TO_OMC_Disposiion,SALE,0,2,2,0.0,100.0,50.0,Favors Long Calls
TO_OMC_Disposiion,WN,1,0,1,100.0,0.0,50.0,Favors Short Calls
TO_OMC_Disposiion,DROP,1,0,1,100.0,0.0,50.0,Favors Short Calls
TO_OMC_Disposiion,AC,1,0,1,100.0,0.0,50.0,Favors Short Calls
TO_OMC_Disposiion,DNC,2,0,2,100.0,0.0,50.0,Favors Short Calls
signal_ratio,5:04,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,Not Found in Transcript,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,10:04,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,3:06,0,5,5,0.0,100.0,50.0,Favors Long Calls
signal_ratio,4:05,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,5:06,0,4,4,0.0,100.0,50.0,Favors Long Calls
signal_ratio,7:03,0,5,5,0.0,100.0,50.0,Favors Long Calls
signal_ratio,7:00,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,23:03,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,8:01,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,22:07,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,9:07,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,6:06,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,5:03,0,10,10,0.0,100.0,50.0,Favors Long Calls
signal_ratio,12:02,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,4:01,0,7,7,0.0,100.0,50.0,Favors Long Calls
signal_ratio,10:00,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,4:07,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,2:09,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,5:02,0,7,7,0.0,100.0,50.0,Favors Long Calls
signal_ratio,16:00,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,7:02,0,4,4,0.0,100.0,50.0,Favors Long Calls
signal_ratio,6:03,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,7:14,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,6:08,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,4:06,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,9:00,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,2:07,0,5,5,0.0,100.0,50.0,Favors Long Calls
signal_ratio,6:02,0,4,4,0.0,100.0,50.0,Favors Long Calls
signal_ratio,3:05,0,6,6,0.0,100.0,50.0,Favors Long Calls
signal_ratio,0:10,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,7:04,0,4,4,0.0,100.0,50.0,Favors Long Calls
signal_ratio,3:08,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,0:09,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,20:04,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,9:06,0,1,1,0.0,100.0,50.0,Favors Long Calls
signal_ratio,5:05,0,2,2,0.0,100.0,50.0,Favors Long Calls
signal_ratio,11:00,0,3,3,0.0,100.0,50.0,Favors Long Calls
signal_ratio,2:06,0,3,3,0.0,100.0,50.0,Favors Long Calls
